Ann?e;Entreprise;Section;Indicateur;Valeur
2023;LA MONDIALE;bilan_passifs;Autres dettes (hors assurance) ;433163
2023;LA MONDIALE;bilan_passifs;Passifs subordonn?s ;3450325
2023;LA MONDIALE;bilan_passifs;Passifs subordonn?s non inclus dans les fonds propres de base;189637
2023;LA MONDIALE;bilan_passifs;Passifs subordonn?s inclus dans les fonds propres de base ;3260689
2023;LA MONDIALE;bilan_passifs;Autres dettes non mentionn?es dans les postes ci-dessus ;6313
2023;LA MONDIALE;bilan_passifs;Total du passif ;38007820
2023;LA MONDIALE;bilan_passifs;Exc?dent d?actif sur passif;4807802
2023;CARAC;bilan_passifs;Provisions techniques non-vie ;0
2023;CARAC;bilan_passifs;Provisions techniques non-vie (hors sant?);0
2023;CARAC;bilan_passifs;Provisions techniques calcul?es comme un tout;0
2023;CARAC;bilan_passifs;Meilleure estimation;0
2023;CARAC;bilan_passifs;Marge de risque;0
2023;CARAC;bilan_passifs;Provisions techniques sant? (similaire ? la non-vie) ;0
2023;CARAC;bilan_passifs;Provisions techniques calcul?es comme un tout;0
2023;CARAC;bilan_passifs;Meilleure estimation ;0
2023;CARAC;bilan_passifs;Marge de risque ;0
2023;CARAC;bilan_passifs;Provisions techniques vie (hors UC et index?s) ;9240349
2023;CARAC;bilan_passifs;Provisions techniques sant? (similaire ? la vie) ;0
2023;CARAC;bilan_passifs;Provisions techniques calcul?es comme un tout;0
2023;CARAC;bilan_passifs;Meilleure estimation ;0
2023;CARAC;bilan_passifs;Marge de risque ;0
2023;CARAC;bilan_passifs;Provisions techniques vie (hors sant?, UC et index?s) ;9240349
2023;CARAC;bilan_passifs;Provisions techniques calcul?es comme un tout;0
2023;CARAC;bilan_passifs;Meilleure estimation ;9127843
2023;CARAC;bilan_passifs;Marge de risque ;112506
2023;CARAC;bilan_passifs;Provisions techniques UC et index?s ;565871
2023;CARAC;bilan_passifs;Provisions techniques calcul?es comme un tout;0
2023;CARAC;bilan_passifs;Meilleure estimation ;558981
2023;CARAC;bilan_passifs;Marge de risque ;6890
2023;CARAC;bilan_passifs;Autres provisions techniques;0
2023;CARAC;bilan_passifs;Passifs ?ventuels ;0
2023;CARAC;bilan_passifs;Provisions autres que les provisions techniques ;1184
2023;CARAC;bilan_passifs;Provisions pour retraite ;4210
2023;CARAC;bilan_passifs;D?p?ts des r?assureurs ;0
2023;CARAC;bilan_passifs;Passifs d?imp?ts diff?r?s;134830
2023;CARAC;bilan_passifs;Produits d?riv?s ;17788
2023;CARAC;bilan_passifs;Dettes envers les ?tablissements de cr?dit;967
2023;CARAC;bilan_passifs;Dettes financi?res autres que celles envers les ?tablissements de cr?dit ;6090
2023;CARAC;bilan_passifs;Dettes n?es d?op?rations d?assurance et montants dus aux interm?diaires ;6353
2023;CARAC;bilan_passifs;Dettes n?es d?op?rations de r?assurance ;0
2023;CARAC;bilan_passifs;Autres dettes (hors assurance) ;42303
2023;CARAC;bilan_passifs;Passifs subordonn?s ;0
2023;CARAC;bilan_passifs;Passifs subordonn?s non inclus dans les fonds propres de base;0
2023;CARAC;bilan_passifs;Passifs subordonn?s inclus dans les fonds propres de base ;0
2023;CARAC;bilan_passifs;Autres dettes non mentionn?es dans les postes ci-dessus ;-420482
2023;CARAC;bilan_passifs;Total du passif ;9599463
2023;CARAC;bilan_passifs;Exc?dent d?actif sur passif;2011732
2023;AXA;fonds_propres;El?ments Eligibles;8525
2023;AXA;fonds_propres;El?ments ?ligibles n-1;0
2023;AXA;fonds_propres;Capital Social et Autres;1628
2023;AXA;fonds_propres;Capital en actions ordinaires (brut des actions propres);488
2023;AXA;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;1061
2023;AXA;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;79
2023;AXA;fonds_propres;Fonds exc?dentaires ;374
2023;AXA;fonds_propres;R?serve de r?conciliation;6523
2023;AXA;fonds_propres;Passifs subordonn?s;0
2023;AXA;fonds_propres;SCR;5450
2023;AXA;fonds_propres;Delta;8525
2023;AXA;fonds_propres;Ventilation  FP par nature;0,190967742
2023;AXA;fonds_propres;;0,76516129
2023;AXA;fonds_propres;;0
2023;AXA;fonds_propres;;0,043870968
2023;AXA;fonds_propres;R?serve R?conciliation;1,196880734
2023;AXA;fonds_propres;Dettes Subordonn?es;0
2023;AXA;fonds_propres;Check;0
2023;AXA;fonds_propres;Capital Social et Autres;0,190967742
2023;AXA;fonds_propres;R?serve de R?conciliation;0,76516129
2023;AXA;fonds_propres;Dettes Subordonn?es;0
2023;AXA;fonds_propres;Fonds Exc?dentaires;0,043870968
2023;CARDIF;fonds_propres;El?ments Eligibles;12046
2023;CARDIF;fonds_propres;El?ments ?ligibles n-1;0
2023;CARDIF;fonds_propres;Capital Social et Autres;1913
2023;CARDIF;fonds_propres;Capital en actions ordinaires (brut des actions propres);719
2023;CARDIF;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;1194
2023;CARDIF;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;CARDIF;fonds_propres;Fonds exc?dentaires ;3833
2023;CARDIF;fonds_propres;R?serve de r?conciliation;4322
2023;CARDIF;fonds_propres;Passifs subordonn?s;2006
2023;CARDIF;fonds_propres;SCR;5152
2023;CARDIF;fonds_propres;Delta;12046
2023;CARDIF;fonds_propres;Ventilation  FP par nature;0,158807903
2023;CARDIF;fonds_propres;;0,3587913
2023;CARDIF;fonds_propres;;0,166528308
2023;CARDIF;fonds_propres;;0,318196912
2023;CARDIF;fonds_propres;R?serve R?conciliation;0,838897516
2023;CARDIF;fonds_propres;Dettes Subordonn?es;0,389363354
2023;CARDIF;fonds_propres;Check;28
2023;CARDIF;fonds_propres;Capital Social et Autres;0,158807903
2023;CARDIF;fonds_propres;R?serve de R?conciliation;0,3587913
2023;CARDIF;fonds_propres;Dettes Subordonn?es;0,166528308
2023;CARDIF;fonds_propres;Fonds Exc?dentaires;0,318196912
2023;MMA;fonds_propres;El?ments Eligibles;3082
2023;MMA;fonds_propres;El?ments ?ligibles n-1;0
2023;MMA;fonds_propres;Capital Social et Autres;398
2023;MMA;fonds_propres;Capital en actions ordinaires (brut des actions propres);144
2023;MMA;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;254
2023;MMA;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;MMA;fonds_propres;Fonds exc?dentaires ;624
2023;MMA;fonds_propres;R?serve de r?conciliation;2060
2023;MMA;fonds_propres;Passifs subordonn?s;0
2023;MMA;fonds_propres;SCR;874
2023;MMA;fonds_propres;Delta;3082
2023;MMA;fonds_propres;Ventilation  FP par nature;0,129136924
2023;MMA;fonds_propres;;0,668397145
2023;MMA;fonds_propres;;0
2023;MMA;fonds_propres;;0,202465931
2023;MMA;fonds_propres;R?serve R?conciliation;2,356979405
2023;MMA;fonds_propres;Dettes Subordonn?es;0
2023;MMA;fonds_propres;Check;0
2023;MMA;fonds_propres;Capital Social et Autres;0,129136924
2023;MMA;fonds_propres;R?serve de R?conciliation;0,668397145
2023;MMA;fonds_propres;Dettes Subordonn?es;0
2023;MMA;fonds_propres;Fonds Exc?dentaires;0,202465931
2023;MAAF;fonds_propres;El?ments Eligibles;1653
2023;MAAF;fonds_propres;El?ments ?ligibles n-1;0
2023;MAAF;fonds_propres;Capital Social et Autres;170
2023;MAAF;fonds_propres;Capital en actions ordinaires (brut des actions propres);70
2023;MAAF;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;100
2023;MAAF;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;MAAF;fonds_propres;Fonds exc?dentaires ;407
2023;MAAF;fonds_propres;R?serve de r?conciliation;1076
2023;MAAF;fonds_propres;Passifs subordonn?s;0
2023;MAAF;fonds_propres;SCR;440
2023;MAAF;fonds_propres;Delta;1653
2023;MAAF;fonds_propres;Ventilation  FP par nature;0,102843315
2023;MAAF;fonds_propres;;0,650937689
2023;MAAF;fonds_propres;;0
2023;MAAF;fonds_propres;;0,246218996
2023;MAAF;fonds_propres;R?serve R?conciliation;2,445454545
2023;MAAF;fonds_propres;Dettes Subordonn?es;0
2023;MAAF;fonds_propres;Check;0
2023;MAAF;fonds_propres;Capital Social et Autres;0,102843315
2023;MAAF;fonds_propres;R?serve de R?conciliation;0,650937689
2023;MAAF;fonds_propres;Dettes Subordonn?es;0
2023;MAAF;fonds_propres;Fonds Exc?dentaires;0,246218996
2023;GMF;fonds_propres;El?ments Eligibles;3266
2023;GMF;fonds_propres;El?ments ?ligibles n-1;0
2023;GMF;fonds_propres;Capital Social et Autres;511
2023;GMF;fonds_propres;Capital en actions ordinaires (brut des actions propres);189
2023;GMF;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;322
2023;GMF;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;GMF;fonds_propres;Fonds exc?dentaires ;838
2023;GMF;fonds_propres;R?serve de r?conciliation;1917
2023;GMF;fonds_propres;Passifs subordonn?s;0
2023;GMF;fonds_propres;SCR;795
2023;GMF;fonds_propres;Delta;3266
2023;GMF;fonds_propres;Ventilation  FP par nature;0,156460502
2023;GMF;fonds_propres;;0,586956522
2023;GMF;fonds_propres;;0
2023;GMF;fonds_propres;;0,256582976
2023;GMF;fonds_propres;R?serve R?conciliation;2,411320755
2023;GMF;fonds_propres;Dettes Subordonn?es;0
2023;GMF;fonds_propres;Check;0
2023;GMF;fonds_propres;Capital Social et Autres;0,156460502
2023;GMF;fonds_propres;R?serve de R?conciliation;0,586956522
2023;GMF;fonds_propres;Dettes Subordonn?es;0
2023;GMF;fonds_propres;Fonds Exc?dentaires;0,256582976
2023;COVEA;fonds_propres;El?ments Eligibles;8001
2023;COVEA;fonds_propres;El?ments ?ligibles n-1;0
2023;COVEA;fonds_propres;Capital Social et Autres;1079
2023;COVEA;fonds_propres;Capital en actions ordinaires (brut des actions propres);403
2023;COVEA;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;676
2023;COVEA;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;COVEA;fonds_propres;Fonds exc?dentaires ;1869
2023;COVEA;fonds_propres;R?serve de r?conciliation;5053
2023;COVEA;fonds_propres;Passifs subordonn?s;0
2023;COVEA;fonds_propres;SCR;2109
2023;COVEA;fonds_propres;Delta;8001
2023;COVEA;fonds_propres;Ventilation  FP par nature;0,134858143
2023;COVEA;fonds_propres;;0,631546057
2023;COVEA;fonds_propres;;0
2023;COVEA;fonds_propres;;0,233595801
2023;COVEA;fonds_propres;R?serve R?conciliation;2,395922238
2023;COVEA;fonds_propres;Dettes Subordonn?es;0
2023;COVEA;fonds_propres;Check;0
2023;COVEA;fonds_propres;Capital Social et Autres;0,134858143
2023;COVEA;fonds_propres;R?serve de R?conciliation;0,631546057
2023;COVEA;fonds_propres;Dettes Subordonn?es;0
2023;COVEA;fonds_propres;Fonds Exc?dentaires;0,233595801
2023;BPCE;fonds_propres;El?ments Eligibles;121
2023;BPCE;fonds_propres;El?ments ?ligibles n-1;0
2023;BPCE;fonds_propres;Capital Social et Autres;90
2023;BPCE;fonds_propres;Capital en actions ordinaires (brut des actions propres);90
2023;BPCE;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;0
2023;BPCE;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;BPCE;fonds_propres;Fonds exc?dentaires ;0
2023;BPCE;fonds_propres;R?serve de r?conciliation;-11
2023;BPCE;fonds_propres;Passifs subordonn?s;53
2023;BPCE;fonds_propres;SCR;83
2023;BPCE;fonds_propres;Delta;121
2023;BPCE;fonds_propres;Ventilation  FP par nature;0,743801653
2023;BPCE;fonds_propres;;-0,090909091
2023;BPCE;fonds_propres;;0,438016529
2023;BPCE;fonds_propres;;0
2023;BPCE;fonds_propres;R?serve R?conciliation;-0,13253012
2023;BPCE;fonds_propres;Dettes Subordonn?es;0,638554217
2023;BPCE;fonds_propres;Check;11
2023;BPCE;fonds_propres;Capital Social et Autres;0,743801653
2023;BPCE;fonds_propres;R?serve de R?conciliation;-0,090909091
2023;BPCE;fonds_propres;Dettes Subordonn?es;0,438016529
2023;BPCE;fonds_propres;Fonds Exc?dentaires;0
2023;CNP;fonds_propres;El?ments Eligibles;35889
2023;CNP;fonds_propres;El?ments ?ligibles n-1;0
2023;CNP;fonds_propres;Capital Social et Autres;2404
2023;CNP;fonds_propres;Capital en actions ordinaires (brut des actions propres);687
2023;CNP;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;1717
2023;CNP;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;CNP;fonds_propres;Fonds exc?dentaires ;9632
2023;CNP;fonds_propres;R?serve de r?conciliation;15793
2023;CNP;fonds_propres;Passifs subordonn?s;8060
2023;CNP;fonds_propres;SCR;13274
2023;CNP;fonds_propres;Delta;35889
2023;CNP;fonds_propres;Ventilation  FP par nature;0,066984313
2023;CNP;fonds_propres;;0,440051269
2023;CNP;fonds_propres;;0,224581348
2023;CNP;fonds_propres;;0,26838307
2023;CNP;fonds_propres;R?serve R?conciliation;1,189769474
2023;CNP;fonds_propres;Dettes Subordonn?es;0,607202049
2023;CNP;fonds_propres;Check;0
2023;CNP;fonds_propres;Capital Social et Autres;0,066984313
2023;CNP;fonds_propres;R?serve de R?conciliation;0,440051269
2023;CNP;fonds_propres;Dettes Subordonn?es;0,224581348
2023;CNP;fonds_propres;Fonds Exc?dentaires;0,26838307
2023;PREDICA;fonds_propres;El?ments Eligibles;22803
2023;PREDICA;fonds_propres;El?ments ?ligibles n-1;0
2023;PREDICA;fonds_propres;Capital Social et Autres;2206
2023;PREDICA;fonds_propres;Capital en actions ordinaires (brut des actions propres);1030
2023;PREDICA;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;1176
2023;PREDICA;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;PREDICA;fonds_propres;Fonds exc?dentaires ;6779
2023;PREDICA;fonds_propres;R?serve de r?conciliation;9130
2023;PREDICA;fonds_propres;Passifs subordonn?s;4688
2023;PREDICA;fonds_propres;SCR;9916
2023;PREDICA;fonds_propres;Delta;22803
2023;PREDICA;fonds_propres;Ventilation  FP par nature;0,096741657
2023;PREDICA;fonds_propres;;0,400385914
2023;PREDICA;fonds_propres;;0,205586984
2023;PREDICA;fonds_propres;;0,297285445
2023;PREDICA;fonds_propres;R?serve R?conciliation;0,920734167
2023;PREDICA;fonds_propres;Dettes Subordonn?es;0,472771279
2023;PREDICA;fonds_propres;Check;0
2023;PREDICA;fonds_propres;Capital Social et Autres;0,096741657
2023;PREDICA;fonds_propres;R?serve de R?conciliation;0,400385914
2023;PREDICA;fonds_propres;Dettes Subordonn?es;0,205586984
2023;PREDICA;fonds_propres;Fonds Exc?dentaires;0,297285445
2023;ACM;fonds_propres;El?ments Eligibles;2915
2023;ACM;fonds_propres;El?ments ?ligibles n-1;0
2023;ACM;fonds_propres;Capital Social et Autres;555
2023;ACM;fonds_propres;Capital en actions ordinaires (brut des actions propres);202
2023;ACM;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;353
2023;ACM;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;ACM;fonds_propres;Fonds exc?dentaires ;0
2023;ACM;fonds_propres;R?serve de r?conciliation;2361
2023;ACM;fonds_propres;Passifs subordonn?s;0
2023;ACM;fonds_propres;SCR;1916
2023;ACM;fonds_propres;Delta;2915
2023;ACM;fonds_propres;Ventilation  FP par nature;0,190394511
2023;ACM;fonds_propres;;0,809948542
2023;ACM;fonds_propres;;0
2023;ACM;fonds_propres;;0
2023;ACM;fonds_propres;R?serve R?conciliation;1,232254697
2023;ACM;fonds_propres;Dettes Subordonn?es;0
2023;ACM;fonds_propres;Check;0
2023;ACM;fonds_propres;Capital Social et Autres;0,190394511
2023;ACM;fonds_propres;R?serve de R?conciliation;0,809948542
2023;ACM;fonds_propres;Dettes Subordonn?es;0
2023;ACM;fonds_propres;Fonds Exc?dentaires;0
2023;SOGECAP;fonds_propres;El?ments Eligibles;8772
2023;SOGECAP;fonds_propres;El?ments ?ligibles n-1;0
2023;SOGECAP;fonds_propres;Capital Social et Autres;1519
2023;SOGECAP;fonds_propres;Capital en actions ordinaires (brut des actions propres);1264
2023;SOGECAP;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;255
2023;SOGECAP;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;SOGECAP;fonds_propres;Fonds exc?dentaires ;2764
2023;SOGECAP;fonds_propres;R?serve de r?conciliation;2217
2023;SOGECAP;fonds_propres;Passifs subordonn?s;2273
2023;SOGECAP;fonds_propres;SCR;3183
2023;SOGECAP;fonds_propres;Delta;8772
2023;SOGECAP;fonds_propres;Ventilation  FP par nature;0,173164615
2023;SOGECAP;fonds_propres;;0,252735978
2023;SOGECAP;fonds_propres;;0,259119927
2023;SOGECAP;fonds_propres;;0,315093479
2023;SOGECAP;fonds_propres;R?serve R?conciliation;0,696512724
2023;SOGECAP;fonds_propres;Dettes Subordonn?es;0,714106189
2023;SOGECAP;fonds_propres;Check;0
2023;SOGECAP;fonds_propres;Capital Social et Autres;0,173164615
2023;SOGECAP;fonds_propres;R?serve de R?conciliation;0,252735978
2023;SOGECAP;fonds_propres;Dettes Subordonn?es;0,259119927
2023;SOGECAP;fonds_propres;Fonds Exc?dentaires;0,315093479
2023;GG Vie;fonds_propres;El?ments Eligibles;7966
2023;GG Vie;fonds_propres;El?ments ?ligibles n-1;7966
2023;GG Vie;fonds_propres;Capital Social et Autres;1681
2023;GG Vie;fonds_propres;Capital en actions ordinaires (brut des actions propres);1371
2023;GG Vie;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;310
2023;GG Vie;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;GG Vie;fonds_propres;Fonds exc?dentaires ;414
2023;GG Vie;fonds_propres;R?serve de r?conciliation;5237
2023;GG Vie;fonds_propres;Passifs subordonn?s;634
2023;GG Vie;fonds_propres;SCR;2698
2023;GG Vie;fonds_propres;Delta;0
2023;GG Vie;fonds_propres;Ventilation  FP par nature;0,211021843
2023;GG Vie;fonds_propres;;0,657419031
2023;GG Vie;fonds_propres;;0,07958825
2023;GG Vie;fonds_propres;;0,051970876
2023;GG Vie;fonds_propres;R?serve R?conciliation;1,941067457
2023;GG Vie;fonds_propres;Dettes Subordonn?es;0,234988881
2023;GG Vie;fonds_propres;Check;0
2023;GG Vie;fonds_propres;Capital Social et Autres;0,211021843
2023;GG Vie;fonds_propres;R?serve de R?conciliation;0,657419031
2023;GG Vie;fonds_propres;Dettes Subordonn?es;0,07958825
2023;GG Vie;fonds_propres;Fonds Exc?dentaires;0,051970876
2023;ABEILLE VIE;fonds_propres;El?ments Eligibles;0
2023;ABEILLE VIE;fonds_propres;El?ments ?ligibles n-1;0
2023;ABEILLE VIE;fonds_propres;Capital Social et Autres;0
2023;ABEILLE VIE;fonds_propres;SCR;0
2023;ABEILLE VIE;fonds_propres;Delta;0
2023;ABEILLE VIE;fonds_propres;Check;0
2023;LA MONDIALE;fonds_propres;El?ments Eligibles;7339
2023;LA MONDIALE;fonds_propres;El?ments ?ligibles n-1;0
2023;LA MONDIALE;fonds_propres;Capital Social et Autres;2
2023;LA MONDIALE;fonds_propres;Capital en actions ordinaires (brut des actions propres);0
2023;LA MONDIALE;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;2
2023;LA MONDIALE;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;LA MONDIALE;fonds_propres;Fonds exc?dentaires ;1109
2023;LA MONDIALE;fonds_propres;R?serve de r?conciliation;3132
2023;LA MONDIALE;fonds_propres;Passifs subordonn?s;3261
2023;LA MONDIALE;fonds_propres;SCR;2696
2023;LA MONDIALE;fonds_propres;Delta;7339
2023;LA MONDIALE;fonds_propres;Ventilation  FP par nature;0,000272517
2023;LA MONDIALE;fonds_propres;;0,426761139
2023;LA MONDIALE;fonds_propres;;0,444338466
2023;LA MONDIALE;fonds_propres;;0,151110506
2023;LA MONDIALE;fonds_propres;R?serve R?conciliation;1,161721068
2023;LA MONDIALE;fonds_propres;Dettes Subordonn?es;1,209569733
2023;LA MONDIALE;fonds_propres;Check;165
2023;LA MONDIALE;fonds_propres;Capital Social et Autres;0,000272517
2023;LA MONDIALE;fonds_propres;R?serve de R?conciliation;0,426761139
2023;LA MONDIALE;fonds_propres;Dettes Subordonn?es;0,444338466
2023;LA MONDIALE;fonds_propres;Fonds Exc?dentaires;0,151110506
2023;GENERALI VIE;fonds_propres;El?ments Eligibles;0
2023;GENERALI VIE;fonds_propres;El?ments ?ligibles n-1;0
2023;GENERALI VIE;fonds_propres;Capital Social et Autres;0
2023;GENERALI VIE;fonds_propres;SCR;0
2023;GENERALI VIE;fonds_propres;Delta;0
2023;GENERALI VIE;fonds_propres;Check;0
2023;CARAC;fonds_propres;El?ments Eligibles;2012
2023;CARAC;fonds_propres;El?ments ?ligibles n-1;2012
2023;CARAC;fonds_propres;Capital Social et Autres;0
2023;CARAC;fonds_propres;Capital en actions ordinaires (brut des actions propres);0
2023;CARAC;fonds_propres;Compte de primes d'?mission li? au capital en actions ordinaires;0
2023;CARAC;fonds_propres; Montant ?gal ? la valeur des actifs d'imp?ts diff?r?s nets;0
2023;CARAC;fonds_propres;Fonds exc?dentaires ;420
2023;CARAC;fonds_propres;R?serve de r?conciliation;1585
2023;CARAC;fonds_propres;Passifs subordonn?s;0
2023;CARAC;fonds_propres;SCR;664
2023;CARAC;fonds_propres;Delta;0
2023;CARAC;fonds_propres;Ventilation  FP par nature;0
2023;CARAC;fonds_propres;;0,78777336
2023;CARAC;fonds_propres;;0
2023;CARAC;fonds_propres;;0,208747515
2023;CARAC;fonds_propres;R?serve R?conciliation;2,387048193
2023;CARAC;fonds_propres;Dettes Subordonn?es;0
2023;CARAC;fonds_propres;Check;0
2023;CARAC;fonds_propres;Capital Social et Autres;0
2023;CARAC;fonds_propres;R?serve de R?conciliation;0,78777336
2023;CARAC;fonds_propres;Dettes Subordonn?es;0
2023;CARAC;fonds_propres;Fonds Exc?dentaires;0,208747515
2023;ALLIANZ;fonds_propres;El?ments Eligibles;0
2023;ALLIANZ;fonds_propres;El?ments ?ligibles n-1;4453
2023;ALLIANZ;fonds_propres;Capital Social et Autres;0
2023;ALLIANZ;fonds_propres;SCR;0
2023;ALLIANZ;fonds_propres;Delta;-4453
2023;ALLIANZ;fonds_propres;Check;0
2023;AXA;reserve_de_reconciliation;El?ments ?ligibles;8525
2023;AXA;reserve_de_reconciliation;Capital de solvabilit? requis;5450
2023;AXA;reserve_de_reconciliation;Exc?dent d?actif sur passif;964
2023;AXA;reserve_de_reconciliation;Actions propres (d?tenues directement et indirectement);0
2023;AXA;reserve_de_reconciliation;Dividendes, distributions et charges pr?visibles;111
2023;AXA;reserve_de_reconciliation;Autres ?l?ments de fonds propres de base;200
2023;AXA;reserve_de_reconciliation;Ajustement pour les ?l?ments de fonds propres restreints relatifs aux portefeuilles sous ajustement ?galisateur et aux fonds cantonn?s;0
2023;AXA;reserve_de_reconciliation;R?serve de r?conciliation;652
2023;AXA;reserve_de_reconciliation;Check;0
2023;CARDIF;reserve_de_reconciliation;El?ments ?ligibles;12046
2023;CARDIF;reserve_de_reconciliation;Capital de solvabilit? requis;5152
2023;CARDIF;reserve_de_reconciliation;Exc?dent d?actif sur passif;10614
2023;CARDIF;reserve_de_reconciliation;Actions propres (d?tenues directement et indirectement);0
2023;CARDIF;reserve_de_reconciliation;Dividendes, distributions et charges pr?visibles;546
2023;CARDIF;reserve_de_reconciliation;Autres ?l?ments de fonds propres de base;5746
2023;CARDIF;reserve_de_reconciliation;Ajustement pour les ?l?ments de fonds propres restreints relatifs aux portefeuilles sous ajustement ?galisateur et aux fonds cantonn?s;0
2023;CARDIF;reserve_de_reconciliation;R?serve de r?conciliation;4322
2023;CARDIF;reserve_de_reconciliation;Check;1
2023;MMA;reserve_de_reconciliation;El?ments ?ligibles;3082
2023;MMA;reserve_de_reconciliation;Capital de solvabilit? requis;874
2023;MMA;reserve_de_reconciliation;Exc?dent d?actif sur passif;3142
2023;MMA;reserve_de_reconciliation;Actions propres (d?tenues directement et indirectement);0
2023;MMA;reserve_de_reconciliation;Dividendes, distributions et charges pr?visibles;59
2023;MMA;reserve_de_reconciliation;Autres ?l?ments de fonds propres de base;1022
2023;MMA;reserve_de_reconciliation;Ajustement pour les ?l?ments de fonds propres restreints relatifs aux portefeuilles sous ajustement ?galisateur et aux fonds cantonn?s;0
2023;MMA;reserve_de_reconciliation;R?serve de r?conciliation;2060
2023;MMA;reserve_de_reconciliation;Check;1
2023;MAAF;reserve_de_reconciliation;El?ments ?ligibles;1653
2023;MAAF;reserve_de_reconciliation;Capital de solvabilit? requis;440
2023;MAAF;reserve_de_reconciliation;Exc?dent d?actif sur passif;1684
2023;MAAF;reserve_de_reconciliation;Actions propres (d?tenues directement et indirectement);0
2023;MAAF;reserve_de_reconciliation;Dividendes, distributions et charges pr?visibles;31
2023;MAAF;reserve_de_reconciliation;Autres ?l?ments de fonds propres de base;578
2023;MAAF;reserve_de_reconciliation;Ajustement pour les ?l?ments de fonds propres restreints relatifs aux portefeuilles sous ajustement ?galisateur et aux fonds cantonn?s;0
2023;MAAF;reserve_de_reconciliation;R?serve de r?conciliation;1076
2023;MAAF;reserve_de_reconciliation;Check;1
2023;GMF;reserve_de_reconciliation;El?ments ?ligibles;3266
2023;GMF;reserve_de_reconciliation;Capital de solvabilit? requis;795
2023;GMF;reserve_de_reconciliation;Exc?dent d?actif sur passif;3321
2023;GMF;reserve_de_reconciliation;Actions propres (d?tenues directement et indirectement);0
2023;GMF;reserve_de_reconciliation;Dividendes, distributions et charges pr?visibles;55
2023;GMF;reserve_de_reconciliation;Autres ?l?ments de fonds propres de base;1349
2023;GMF;reserve_de_reconciliation;Ajustement pour les ?l?ments de fonds propres restreints relatifs aux portefeuilles sous ajustement ?galisateur et aux fonds cantonn?s;0
2023;GMF;reserve_de_reconciliation;R?serve de r?conciliation;1917
2023;GMF;reserve_de_reconciliation;Check;1
2023;COVEA;reserve_de_reconciliation;El?ments ?ligibles;8001
2023;COVEA;reserve_de_reconciliation;Capital de solvabilit? requis;2109
2023;COVEA;reserve_de_reconciliation;Exc?dent d?actif sur passif;8147
2023;COVEA;reserve_de_reconciliation;Actions propres (d?tenues directement et indirectement);0
2023;COVEA;reserve_de_reconciliation;Dividendes, distributions et charges pr?visibles;145
2023;COVEA;reserve_de_reconciliation;Autres ?l?ments de fonds propres de base;2949
2023;COVEA;reserve_de_reconciliation;Ajustement pour les ?l?ments de fonds propres restreints relatifs aux portefeuilles sous ajustement ?galisateur et aux fonds cantonn?s;0
2023;COVEA;reserve_de_reconciliation;R?serve de r?conciliation;5053
2023;COVEA;reserve_de_reconciliation;Check;1
2023;BPCE;reserve_de_reconciliation;El?ments ?ligibles;121
2023;BPCE;reserve_de_reconciliation;Capital de solvabilit? requis;83
2023;BPCE;reserve_de_reconciliation;Check;0
2023;CNP;reserve_de_reconciliation;El?ments ?ligibles;35889
2023;CNP;reserve_de_reconciliation;Capital de solvabilit? requis;13274
2023;CNP;reserve_de_reconciliation;Exc?dent d?actif sur passif;29697
2023;CNP;reserve_de_reconciliation;Actions propres (d?tenues directement et indirectement);5
2023;CNP;reserve_de_reconciliation;Dividendes, distributions et charges pr?visibles;1864
